_id,beachId,beachName,siteName,collectionDate,eColi,comments,geometry
9310,2,Sunnyside Beach,19W,2016-07-19,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9311,2,Sunnyside Beach,20W,2016-07-19,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9312,2,Sunnyside Beach,21W,2016-07-19,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9313,1,Marie Curtis Park East Beach,29W,2016-07-18,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9314,1,Marie Curtis Park East Beach,33W,2016-07-18,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9315,1,Marie Curtis Park East Beach,32W,2016-07-18,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9316,1,Marie Curtis Park East Beach,31W,2016-07-18,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9317,1,Marie Curtis Park East Beach,30W,2016-07-18,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9318,2,Sunnyside Beach,23W,2016-07-18,NA,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9319,2,Sunnyside Beach,17W,2016-07-18,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9320,2,Sunnyside Beach,18W,2016-07-18,120,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9321,2,Sunnyside Beach,22W,2016-07-18,240,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9322,2,Sunnyside Beach,19W,2016-07-18,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9323,2,Sunnyside Beach,20W,2016-07-18,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9324,2,Sunnyside Beach,21W,2016-07-18,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9325,1,Marie Curtis Park East Beach,29W,2016-07-17,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9326,1,Marie Curtis Park East Beach,33W,2016-07-17,270,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9327,1,Marie Curtis Park East Beach,32W,2016-07-17,160,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9328,1,Marie Curtis Park East Beach,31W,2016-07-17,170,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9329,1,Marie Curtis Park East Beach,30W,2016-07-17,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9330,2,Sunnyside Beach,23W,2016-07-17,NA,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9331,2,Sunnyside Beach,17W,2016-07-17,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9332,2,Sunnyside Beach,18W,2016-07-17,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9333,2,Sunnyside Beach,22W,2016-07-17,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9334,2,Sunnyside Beach,19W,2016-07-17,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9335,2,Sunnyside Beach,20W,2016-07-17,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9336,2,Sunnyside Beach,21W,2016-07-17,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9337,1,Marie Curtis Park East Beach,29W,2016-07-16,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9338,1,Marie Curtis Park East Beach,33W,2016-07-16,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9339,1,Marie Curtis Park East Beach,32W,2016-07-16,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9340,1,Marie Curtis Park East Beach,31W,2016-07-16,110,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9341,1,Marie Curtis Park East Beach,30W,2016-07-16,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9342,2,Sunnyside Beach,23W,2016-07-16,NA,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9343,2,Sunnyside Beach,17W,2016-07-16,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9344,2,Sunnyside Beach,18W,2016-07-16,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9345,2,Sunnyside Beach,22W,2016-07-16,10,<10,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9346,2,Sunnyside Beach,19W,2016-07-16,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9347,2,Sunnyside Beach,20W,2016-07-16,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9348,2,Sunnyside Beach,21W,2016-07-16,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9349,1,Marie Curtis Park East Beach,29W,2016-07-15,1500,est,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9350,1,Marie Curtis Park East Beach,33W,2016-07-15,730,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9351,1,Marie Curtis Park East Beach,32W,2016-07-15,1400,est,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9352,1,Marie Curtis Park East Beach,31W,2016-07-15,1800,est,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9353,1,Marie Curtis Park East Beach,30W,2016-07-15,1700,est,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9354,2,Sunnyside Beach,23W,2016-07-15,NA,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9355,2,Sunnyside Beach,17W,2016-07-15,500,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9356,2,Sunnyside Beach,18W,2016-07-15,290,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9357,2,Sunnyside Beach,22W,2016-07-15,470,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9358,2,Sunnyside Beach,19W,2016-07-15,590,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9359,2,Sunnyside Beach,20W,2016-07-15,220,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9360,2,Sunnyside Beach,21W,2016-07-15,430,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9361,1,Marie Curtis Park East Beach,29W,2016-07-14,150,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9362,1,Marie Curtis Park East Beach,33W,2016-07-14,220,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9363,1,Marie Curtis Park East Beach,32W,2016-07-14,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9364,1,Marie Curtis Park East Beach,31W,2016-07-14,130,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9365,1,Marie Curtis Park East Beach,30W,2016-07-14,120,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9366,2,Sunnyside Beach,23W,2016-07-14,NA,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9367,2,Sunnyside Beach,17W,2016-07-14,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9368,2,Sunnyside Beach,18W,2016-07-14,330,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9369,2,Sunnyside Beach,22W,2016-07-14,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9370,2,Sunnyside Beach,19W,2016-07-14,180,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9371,2,Sunnyside Beach,20W,2016-07-14,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9372,2,Sunnyside Beach,21W,2016-07-14,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9373,1,Marie Curtis Park East Beach,29W,2016-07-13,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9374,1,Marie Curtis Park East Beach,33W,2016-07-13,10,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9375,1,Marie Curtis Park East Beach,32W,2016-07-13,80,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9376,1,Marie Curtis Park East Beach,31W,2016-07-13,60,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
9377,1,Marie Curtis Park East Beach,30W,2016-07-13,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
9378,2,Sunnyside Beach,23W,2016-07-13,NA,None,"{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
9379,2,Sunnyside Beach,17W,2016-07-13,50,None,"{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
9380,2,Sunnyside Beach,18W,2016-07-13,240,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
9381,2,Sunnyside Beach,22W,2016-07-13,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
9382,2,Sunnyside Beach,19W,2016-07-13,100,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
9383,2,Sunnyside Beach,20W,2016-07-13,30,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
9384,2,Sunnyside Beach,21W,2016-07-13,10,<,"{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
9385,1,Marie Curtis Park East Beach,29W,2016-07-12,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
9386,1,Marie Curtis Park East Beach,33W,2016-07-12,70,None,"{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
9387,1,Marie Curtis Park East Beach,32W,2016-07-12,40,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
9388,1,Marie Curtis Park East Beach,31W,2016-07-12,20,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
